
METRICS_TIME         VALUE
--------------- ----------
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                6
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                6
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                6
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
21-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                6
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                6
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                7
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                6
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
22-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                6
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                6
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                6
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                6
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                5
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
23-JUN-14                4
24-JUN-14                5
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                7
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                6
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
24-JUN-14                4
25-JUN-14                4
25-JUN-14                6
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                6
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
25-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                6
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                6
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                6
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
26-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                4
27-JUN-14                6
27-JUN-14                4
